zip,week,localtrans,localtrans_1,localtrans_2,crosstrans,crosstrans_1,crosstrans_2,logpop,logpopdensity,logcase,logtest,logcumucaserate,black,hispanic,householdincome,bachelor,householdsize,totalvisitor,vaccoverage,age65plus
10128,1,0,0,0,0,1,0,10.9735460337862,10.7754946748837,-7.98216287895343,-3.11798804700559,0.0122783,0.03584229390681,0.129838280941846,121829,0.299651866714685,1.94,0.095021522525767,0,0.189724065785186
10280,1,0,0,0,0,0,0,9.15873123824295,10.1841395346526,-9.14268172350237,-3.3650756963081,0.0066336,0.0267452879856797,0.113614825734442,182760,0.326840054754133,2.08,0.0749815731283563,0,0.099610403285248
10282,1,0,0,0,0,0,0,8.6628507638386,10.1475167863188,-8.62533535003594,-3.54409363084909,0.0148961,0.00985477178423236,0.0662171507607192,250001,0.253112033195021,2.52,0.128838174273859,0,0.0579183955739972
10301,1,0,0,1,0,0,1,10.4944081903,8.24556581012365,-7.73557736286868,-3.12170828012546,0.0348284,0.249826932129704,0.261900146761554,62052,0.147315371195968,2.5,0.245903137374353,0,0.17259712568881
10302,1,0,0,0,0,0,0,9.7924442537428,8.66316342283537,-8.03291690288378,-3.57860542953616,0.0367326,0.221477260029054,0.392222594703319,66096,0.123309867024249,2.94,0.358012068387529,0,0.102525421834842
10303,1,0,0,0,0,1,0,10.2129555783098,8.11795262096235,-7.98803661096552,-3.45078266185257,0.0357944,0.344646657371395,0.396492258017172,67215,0.105232259484846,3.3,0.283635429661701,0,0.0951419975049534
10304,1,0,0,0,0,0,1,10.5970846318764,8.29093689264965,-7.59810637224008,-3.24455267165818,0.03784,0.297890949072917,0.241216452596332,54199,0.122269978509671,2.74,0.134194612424409,0,0.14915787895447
10305,1,0,0,0,0,0,0,10.6429933720741,8.24400832965403,-7.3697907385787,-3.42137764025206,0.0337408,0.0753496586949258,0.162824001145639,79742,0.1534440784763,2.88,0.278500167072414,0,0.156928731681703
10306,1,0,1,0,0,0,1,10.8838229336132,7.92086305636736,-7.13666542519068,-3.26403795332551,0.0302992,0.0346671168889639,0.157596563303131,80834,0.132590466542856,2.64,0.362766616016658,0,0.181533382107416
10307,1,0,0,0,0,0,0,9.60649561075857,7.98076475217194,-6.77672701657573,-3.70456990799659,0.0288355,0.00423928403203015,0.100531592759572,85103,0.167081623040172,2.82,0.355278917973218,0,0.146625395330059
10308,1,0,0,0,1,0,1,10.291094142343,8.6597949388022,-8.2234048005327,-3.68823566139295,0.0245802,0.0119108215412807,0.0870066849910075,103027,0.159286029386813,2.79,0.227707082018392,0,0.18341307814992
10309,1,0,0,0,0,0,0,10.430137311649,7.57354061917537,-7.26700496329334,-3.63393682664981,0.027505,0.00705743392883508,0.0973866824154732,109457,0.162173335301934,2.94,0.555824597667208,0,0.152281116196663
10310,1,0,0,0,0,0,1,10.0691291015789,8.53222940938858,-7.57738126450074,-3.3603040296879,0.0334449,0.215989492861077,0.313307630385968,76075,0.132567893911791,2.77,0.217324068974283,0,0.135703088590433
10312,1,0,0,0,0,0,1,11.0237471712184,8.03363566462037,-7.6182520978772,-3.67671375721507,0.0276318,0.00913346272405526,0.11353220361098,97407,0.145923376771647,2.88,0.287607848254041,0,0.180777322916837
10314,1,0,1,0,1,1,1,11.3905431186814,7.81697404413417,-7.29209510547535,-3.25070710723791,0.0319485,0.0377708208541947,0.154880708852748,91505,0.14807698827997,2.87,0.498412088470971,0,0.175540511522248
10451,1,0,0,0,0,0,0,10.7755755817305,9.80916718625198,-7.87533930524384,-3.66565523616065,0.0380643,0.399744972615912,0.610706969354906,30349,0.0889251222877211,2.45,0.287867385760274,0,0.127764538651281
10452,1,1,0,0,0,0,0,11.2176278007064,10.2814764040046,-7.64464538249,-3.79027450927993,0.0386904,0.330668672999154,0.703967432924454,29579,0.0685467076890005,2.82,0.0976152409614274,0,0.0878666147169862
10453,1,0,0,1,3,1,2,11.2902817886977,10.4263746295591,-7.53548932099385,-3.87249464729474,0.035817,0.343090954522739,0.706109445277361,29136,0.0611069465267366,2.88,0.0915979510244878,0,0.0855322338830585
10454,1,0,0,0,0,0,0,10.4966762667272,9.50353487017859,-9.44227242932347,-3.81701741746175,0.0342059,0.341179720955933,0.697278629644979,21447,0.0435419256803426,2.7,0.141232214394253,0,0.0831054012985219
10455,1,0,0,0,0,1,0,10.6118927354851,9.99967473873587,-7.75242326718332,-3.81743126545811,0.0358288,0.313898805859904,0.740588452542164,28585,0.0558660593376831,2.82,0.186795518896959,0,0.0939061922934876
10456,1,0,0,0,0,0,0,11.4076871640661,10.437746856018,-8.35125511387281,-3.83405321399247,0.0315476,0.477041694903956,0.608903356256458,27917,0.0610147648620724,2.92,0.0971881214518226,0,0.0932330492939752
10457,1,0,0,0,0,0,2,11.1762632102967,10.1651227682545,-7.7116105815265,-3.88092655102839,0.0343997,0.471245536651964,0.703605685080165,29767,0.0561786739480501,2.88,0.120212840439684,0,0.0996429321571099
10458,1,0,0,0,0,0,0,11.3163021234654,10.3557078487001,-8.10475246957165,-3.75198966244273,0.0301062,0.198283627510651,0.738624467437614,35423,0.0567620206938527,2.98,0.157489957395009,0,0.0870359099208764
10459,1,0,0,0,0,0,0,10.7759935720393,10.0265000850872,-7.94311111801523,-3.66724321479458,0.0362836,0.333444774123449,0.701429228133228,29284,0.0704375444021898,2.84,0.144375026118935,0,0.103681725103431
10460,1,0,0,0,2,0,1,10.9707983547035,9.74494332224506,-7.93861546559943,-3.83796896330005,0.0327306,0.350965589585734,0.703582053619026,27545,0.061202730821482,2.8,0.12194803184812,0,0.116558614641193
10461,1,0,0,1,0,0,0,10.789875623056,8.96288608502204,-7.80596054330991,-3.56739129092773,0.0413256,0.09646176355431,0.493189358501453,58305,0.129391884930039,2.57,0.219055371236631,0,0.172440084901189
10462,1,0,1,0,0,0,1,11.2298328448523,9.88616210019925,-8.01067683923834,-3.68511455026707,0.0341628,0.288486296370031,0.461862101002057,54278,0.118322383701639,2.55,0.129867940805627,0,0.130174530493065
10463,1,0,0,0,1,1,0,11.1372424351465,9.81671187885111,-8.11139480551795,-3.36822305973114,0.0333505,0.168501208468012,0.519612125447716,58408,0.14709822078565,2.39,0.128077225473923,0,0.212166215311144
10464,1,0,0,0,0,0,0,8.41582469702795,6.21078330629351,-7.6698239050085,-3.54268606399504,0.0324357,0.000221336874723329,0.421425409473218,96366,0.165338645418327,2.44,0.34344842850819,0,0.214254094732182
10465,1,0,0,0,0,0,0,10.6394307778963,8.45531080312411,-7.83865216324565,-3.32643041240901,0.0383329,0.139165009940358,0.481951663512899,75617,0.104768976502431,2.64,0.143141153081511,0,0.182591199789217
10466,1,0,0,0,0,0,0,11.2149236601116,9.56107429896273,-8.17893683300152,-3.40119838166266,0.0372598,0.72276707530648,0.237141317526606,58393,0.102357537383807,3.07,0.0712111006331672,0,0.13499932641789
10467,1,0,0,0,1,0,1,11.5045605766386,9.70685846659653,-8.00706781276464,-3.48643179293639,0.0382918,0.362570209848034,0.531779725110168,39372,0.0888501215121966,2.68,0.10503393265905,0,0.11494751278147
10468,1,0,0,0,0,0,0,11.2561346399938,10.2319395507724,-7.70670751843906,-3.81604032453065,0.0415749,0.257507788967461,0.783330963246416,37804,0.0679870205421897,2.94,0.0952632735640505,0,0.102387754838209
10469,1,0,0,0,0,0,0,11.1534179416351,9.29482882789821,-7.72714618611633,-3.29491489115379,0.045857,0.586458840720896,0.300421191369875,65399,0.117059683103636,3.13,0.0954241998796596,0,0.182057820692817
10470,1,0,0,0,0,0,0,9.65162297294974,8.34601006512461,-8.00586769260859,-3.56316705026661,0.033285,0.432430694024571,0.190261786839905,61266,0.147488261400913,2.51,0.0656975622306554,0,0.168585579211423
10471,1,0,0,0,0,1,0,9.86146692327352,7.96127555990315,-7.25561207446999,-2.91704494553107,0.0418999,0.130833811336497,0.283360275329822,88722,0.20446368045054,2.17,0.105850758721385,0,0.31031965375189
10472,1,0,0,0,0,0,1,11.1131342299579,10.112194676398,-7.83107062579326,-3.9400573202913,0.0335103,0.277645198818721,0.635146019151031,33498,0.0659696327894281,3.07,0.104953315634042,0,0.113340094860245
10473,1,0,1,0,0,0,0,10.9897235701362,9.25884638091558,-7.49061410564796,-3.75082720087425,0.0376244,0.397016637980493,0.616145253282036,41508,0.082413688366913,2.8,0.110767439505923,0,0.150349296345044
10474,1,0,0,0,0,0,0,9.31334812205041,7.93435585645633,-8.29205163743936,-4.02933240326863,0.0278902,0.461434370771313,0.684979702300406,22965,0.0648624267027515,3.06,0.204203879115922,0,0.0939106901217862
10475,1,0,0,0,0,0,0,10.6301662163049,9.13432083198122,-7.8295611915444,-3.4351647975758,0.0448554,0.66596557392902,0.300357799052316,51951,0.128299970989266,2.19,0.236534184314863,0,0.262909776617348
11004,1,0,0,0,0,0,0,10.9602182577401,8.23094467438625,-7.90363049019913,-2.70433660504356,0.0336685,0.0268861120283634,0.133717999965241,93364.3333333333,0.207389770416587,2.42,0.0418081648968526,0,0.228575401032343
11101,1,0,0,0,0,0,2,10.3329946551245,8.41992563497025,-7.68102850402137,-3.13771067045069,0.0209579,0.152391799544419,0.257403189066059,75581,0.225479986983404,2.21,0.475571103156525,0,0.0854864952814839
11102,1,0,0,0,0,0,0,10.2900076654765,9.55181016238807,-7.05231873017349,-3.04431345956088,0.0258946,0.0926045453001325,0.275435676189829,71382,0.261745422427557,2.27,0.142100078132962,0,0.132350443319632
11103,1,0,0,0,0,0,1,10.4883811476558,9.87770457807613,-7.62806812761485,-3.24680730192191,0.0198069,0.0259638956986851,0.241948963672833,76234,0.276716068642746,2.31,0.167823712948518,0,0.11285379986628
11104,1,0,0,0,0,0,0,10.1304637498705,10.1204213440485,-8.75735574790004,-3.36177092044569,0.0220544,0.0206407395600893,0.286738922537456,67751,0.239161619381575,2.17,0.155128307299968,0,0.13946445648709
11105,1,0,0,1,0,0,2,10.5173479896096,9.07591839879615,-7.45196534676771,-3.41398479322554,0.0152806,0.0251684663473248,0.206841492787746,79883,0.250845714595004,2.43,0.173951990473871,0,0.136613352818598
11106,1,1,0,0,1,0,0,10.5309755842898,9.73356929439735,-7.39470162895818,-3.30180373239748,0.0215611,0.0777404025842277,0.266565219712745,68530,0.253457205403385,2.21,0.169056009397192,0,0.142960115329169
11109,1,0,0,0,0,0,0,8.69634305704456,10.960457718276,-8.65933295857736,-3.24752481611332,0.0107587,0.00919578665774954,0.0642033104831968,160625,0.340578498578833,2.06,0.10591874268517,0,0.040461461294098
11201,1,0,0,0,0,0,0,10.9817610702087,9.67875402899496,-8.55489505860025,-2.87454171676427,0.0136289,0.142315280990611,0.123554225064635,129248,0.292896992788134,2.06,0.264867669070622,0,0.126071574363859
11203,1,0,0,0,0,0,0,11.2146541909642,9.49958140051305,-8.11139480551795,-3.49275361634358,0.0318491,0.912262498315591,0.0658267079908368,54457,0.120657593316265,2.62,0.143313569599784,0,0.187211966042312
11204,1,0,2,0,0,0,0,11.2420873990433,9.82736205589812,-6.72011456071058,-3.87744285072226,0.0330534,0.0125075386107979,0.111899205495975,53093,0.122151716181136,3.26,0.109793638723549,0,0.139077536250885
11205,1,0,0,0,0,0,0,10.7010623137053,9.80111277480929,-7.72601227058493,-3.27577691887656,0.0198092,0.327049974100849,0.183388509785375,58872,0.168051708217913,2.7,0.0911289777717722,0,0.0761209828164764
11206,1,0,0,0,0,0,2,11.3822243490456,10.0697856457595,-7.73283513080291,-3.38042463684689,0.0220967,0.248404522040388,0.378515749646716,39753,0.127569859142089,2.82,0.0929753384692529,0,0.099170351461002
11207,1,1,0,1,0,0,0,11.3915033157651,9.45745553290945,-7.81335338131755,-3.57390569411319,0.0277653,0.671081453379401,0.325305421945216,39382,0.0842648420387056,2.63,0.146517851094099,0,0.12514960594359
11208,1,0,1,0,0,0,3,11.5190566309005,9.32723305720564,-7.57581967917462,-3.88177512027043,0.0292994,0.541281121105203,0.408577249913035,42403,0.0639367887491925,3.02,0.108175719326144,0,0.0963275853500969
11209,1,0,0,0,1,1,0,11.1181628799952,9.37793024119404,-7.62355715010689,-3.42844011805603,0.0199957,0.0319066840793067,0.171791523210258,77917,0.21852368514781,2.3,0.20689184376113,0,0.177030155526534
11210,1,0,0,0,0,0,0,11.071579260974,9.62457063499695,-6.34773957102539,-3.54832478255334,0.0331268,0.589859601660525,0.0667008722421755,69385,0.138268264999922,2.94,0.118508325948039,0,0.145638011723184
11211,1,0,0,0,1,0,1,11.5365345639424,9.75268009035904,-7.25278401828647,-3.0553803723243,0.0252491,0.0650753498911016,0.243004619636875,81228,0.227065407416812,2.53,0.0606442098272275,0,0.0936721718153317
11212,1,0,0,0,0,0,0,11.1472674365304,9.76517589489646,-8.16688849448535,-3.54890536033144,0.0293915,0.87000893706576,0.209271484994378,26521,0.0805633234352928,2.18,0.172865915184363,0,0.155259895638135
11213,1,0,0,0,0,0,2,11.0961213121921,10.0573620056309,-7.70871041217639,-3.44552865149253,0.026114,0.66338466206478,0.120670560570432,44831,0.124994310854889,2.58,0.0992141394219828,0,0.126708639915042
11214,1,0,0,0,0,2,1,11.4255140079593,9.69230957445244,-7.63177412320917,-3.78107369350667,0.0199432,0.0199497981010586,0.180934191858562,56911,0.149088726399651,2.88,0.234800829422678,0,0.163570882898614
11215,1,0,0,0,2,2,2,11.1478006353758,9.41767705954362,-7.81856108062572,-3.05618528509631,0.0101402,0.0462894930198384,0.150984714238377,132091,0.272564867240063,2.44,0.136469723818991,0,0.110530031263056
11216,1,0,0,0,0,1,0,10.953137162155,10.0682326652609,-7.69301774844989,-3.18525489589672,0.0167805,0.546111704268986,0.113437067894212,67795,0.232405089878004,2.3,0.107508795267184,0,0.115064848686398
11217,1,0,0,0,1,0,0,10.6224730306022,9.95755404293718,-7.84552504253342,-3.00287169870677,0.0167846,0.207250225351426,0.17112091017614,119375,0.27088459570736,2.27,0.225875216215558,0,0.0996905985821132
11218,1,0,0,0,1,0,0,11.1801762891491,9.8720429488531,-6.93512647577827,-3.3679154218939,0.0272718,0.0796568798382035,0.173582537136481,73470,0.163302880256643,2.89,0.113388660297092,0,0.12171002161936
11219,1,0,0,0,0,1,0,11.3881895640687,10.0431032094621,-6.46685867904271,-3.80159584691026,0.0399855,0.0120308588130006,0.13402739229436,40683,0.0704858790343593,3.64,0.0796857476238487,0,0.124556772739116
11220,1,1,0,0,0,0,2,11.4391820417451,9.90463191313111,-7.69609264654583,-3.80287268017925,0.0216618,0.028172804685061,0.414582682929455,50191,0.0931414238193151,3.36,0.154259293150036,0,0.116405249162997
11221,1,0,0,0,0,0,2,11.3158029118441,10.0396577360027,-8.82303923449569,-3.4298561490566,0.0195357,0.476366780742671,0.344127927510991,56900,0.154319258546566,2.61,0.0734888989026782,0,0.110000121789329
11222,1,0,0,0,1,0,0,10.5089776931655,9.13585849458354,-7.78675022611259,-2.88087796688502,0.0152257,0.0360232513713397,0.154763529187021,93488,0.321098163359987,2.1,0.155402123188604,0,0.105941107442076
11223,1,0,0,0,0,0,0,11.3057905883011,9.62454005029253,-6.52079364243853,-3.50034059817473,0.0320401,0.0467702451685919,0.145440454662878,54023,0.136140532162232,2.91,0.166629762212299,0,0.160472869075297
11224,1,0,0,0,2,0,0,10.7042327436941,9.3181464042092,-6.95810165341888,-3.53514600417211,0.0312075,0.227482938218391,0.193202227011494,32549,0.155756106321839,2.35,0.215202945402299,0,0.288119612068966
11225,1,0,0,0,0,0,1,10.9453883862868,10.1171645701055,-8.39497555869199,-3.33028794795446,0.0231249,0.610897481126085,0.0938580399350878,59820,0.1799019261977,2.35,0.105207083891907,0,0.136333168701051
11226,1,0,0,0,0,0,2,11.5000124496985,10.2941922528535,-8.22788743784836,-3.45051788643731,0.027148,0.685606329203683,0.16540210905923,58257,0.134394278594366,2.65,0.12784120262974,0,0.12180272901324
11228,1,0,0,0,0,2,1,10.6958916596934,9.35901577258825,-7.94142287900986,-3.69653266536772,0.0180069,0.012948793407887,0.124734006429121,72902,0.162878616380676,2.92,0.118019649567619,0,0.182460270747499
11229,1,0,0,1,0,0,1,11.3248715093279,9.60009104791501,-6.73784374226486,-3.47898488422346,0.0252599,0.0615518302617763,0.111324329869534,64631,0.159431309364326,2.69,0.189239291791882,0,0.182048589738948
11230,1,0,0,0,0,0,0,11.3557920077488,9.79449195228273,-6.23608713009932,-3.27129080073686,0.0366186,0.0750418329257305,0.102949952608853,53070,0.146643419651529,2.83,0.10633286137212,0,0.158777893492786
11231,1,0,0,0,0,0,0,10.540011470155,9.23619830824728,-8.44953454294242,-3.20761200058969,0.0133506,0.153341446637388,0.16662257262289,99643,0.218397798825335,2.41,0.134448912640881,0,0.106989787819461
11232,1,0,0,0,0,1,1,10.1047126397493,8.90373150601054,-7.31632520204378,-3.36728593003548,0.0237394,0.0777250797285142,0.539496279336005,61200,0.145351214326601,2.79,0.326690653364952,0,0.0962057404530215
11233,1,0,0,0,0,0,0,11.2618067318255,10.0116096237649,-8.65129617593972,-3.73575305606263,0.0199266,0.786188988726492,0.155733806383608,44905,0.119663722957078,2.54,0.0840024166698803,0,0.106603421901714
11234,1,0,0,0,1,0,0,11.4446573307977,8.47179207599507,-7.44424064952871,-3.59959466328898,0.0277814,0.453399856532585,0.111101594201347,85807,0.148049806747251,2.94,0.251337780109421,0,0.17702165929701
11235,1,1,0,0,2,1,1,11.2572328951707,9.49656788670436,-7.03286509002498,-3.46192875917678,0.0319703,0.0221209225444872,0.0779849686200573,54646,0.218846044577598,2.39,0.357788166016684,0,0.239908055476639
11236,1,0,0,0,0,0,0,11.5059814107358,9.27474335095134,-7.87271118283757,-3.36248929988189,0.0318276,0.873101864905144,0.0777580859548073,70793,0.128710677891006,2.94,0.124585129093326,0,0.139968582591533
11237,1,0,0,0,0,1,0,10.7650897590595,9.83387967624775,-7.52079821530042,-3.52975487892418,0.0245413,0.142736432962251,0.655991888295063,53303,0.166437820824268,2.78,0.136830097805192,0,0.070385939711443
11238,1,0,0,0,0,2,0,10.896628208262,9.84454095111438,-8.24945875677415,-2.96029949480508,0.0177409,0.348742452865133,0.111493869689225,91846,0.28249435122421,2.15,0.0933233322220988,0,0.132866614809053
11239,1,0,0,0,0,0,0,9.44825430219384,9.05758748399197,-7.27722602686693,-3.54217471232252,0.0446927,0.590887592621788,0.184770613274476,29172,0.0980608544852593,1.89,0.948486520573861,0,0.329970045719691
11354,1,0,0,0,0,0,0,10.8570933367911,9.13207017985301,-8.41013411912283,-3.39249733704167,0.0278196,0.033005144409549,0.154139611953527,40786,0.107473844434597,2.6,0.358386158262847,0,0.218993853682973
11355,1,0,0,0,0,0,1,11.2964098999462,9.79372881088735,-8.71017132839872,-3.98914705985022,0.0202403,0.0337629762082154,0.1555406546466,42507,0.0968310733621418,2.9,0.14552724382854,0,0.184150399841057
